,,,日時,デマンドID,予約種別,乗客ユニークID,passengerID,車両ID,乗車人数,キャンセル時刻,乗車時刻,降車時刻,乗車位置（緯度、経度）,乗車乗降ポイント,降車位置（緯度、経度）,降車乗降ポイント,乗車予定時間（初回）,乗車予定時間（最終）,降車予定時間（初回）,降車予定時間（最終）,希望乗車時間,希望時間（理論値）,乗車時間,のべ乗車時間,時間帯合計・分(秒切捨）,遅れ時間,待ち時間,待ち時間（平均）,待ち時間（中央値）,時間,降車,合成キー,評価,,,,
-,-,17,2018/11/2 17:38,8722,乗客アプリ（地図から）,4376,275,5,3,,2018/11/2 18:06,2018/11/2 18:12,35.450681 139.632446,横浜桜木町ワシントンホテル,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/2 18:14,2018/11/2 18:14,2018/11/2 18:27,2018/11/2 18:27,,2018/11/2 17:38,0:05:36,0:16:48,,00,27,,,2018/11/2 17:38,2018/11/2 18:12,43406.734722222243406.7583333333,肯定的,,,,
-,-,17,2018/11/2 17:41,8729,乗客アプリ（地図から）,3972,534,9,2,,2018/11/2 18:07,2018/11/2 18:17,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/2 18:05,2018/11/2 18:15,2018/11/2 18:24,2018/11/2 18:34,,2018/11/2 17:41,0:09:58,0:19:56,,01,26,,,2018/11/2 17:41,2018/11/2 18:17,43406.736805555643406.7618055556,#N/A,,,,
★,-,17,2018/11/2 17:42,8734,乗客アプリ（目的地から）,4743,703,9,1,,2018/11/2 17:55,2018/11/2 18:03,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/2 17:52,2018/11/2 17:52,2018/11/2 18:10,2018/11/2 18:10,2018/11/2 17:52,2018/11/2 17:52,0:08:08,0:08:08,,03,03,,,2018/11/2 17:42,2018/11/2 18:03,43406.737543406.7520833333,#N/A,,,,
-,-,17,2018/11/2 17:43,8736,乗客アプリ（簡単予約）,4733,637,7,1,,2018/11/2 17:58,2018/11/2 18:07,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/2 18:04,2018/11/2 18:04,2018/11/2 18:22,2018/11/2 18:17,,2018/11/2 17:43,0:09:09,0:09:09,,00,15,,,2018/11/2 17:43,2018/11/2 18:07,43406.738194444443406.7548611111,#N/A,,,,
-,-,17,2018/11/2 17:44,8738,乗客アプリ（簡単予約）,4359,860,6,1,,2018/11/2 18:10,2018/11/2 18:23,35.452963 139.642093,横浜赤レンガ倉庫,35.44291 139.650404,みなとみらい線　元町・中華街駅,2018/11/2 18:17,2018/11/2 18:17,2018/11/2 18:28,2018/11/2 18:39,,2018/11/2 17:44,0:12:50,0:12:50,,00,26,,,2018/11/2 17:44,2018/11/2 18:23,43406.738888888943406.7659722222,肯定的,,,,
-,-,17,2018/11/2 17:45,8739,乗客アプリ（簡単予約）,4695,846,7,1,,2018/11/2 17:58,2018/11/2 18:07,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/2 18:05,2018/11/2 18:05,2018/11/2 18:22,2018/11/2 18:17,,2018/11/2 17:45,0:08:53,0:08:53,,00,13,,,2018/11/2 17:45,2018/11/2 18:07,43406.739583333343406.7548611111,肯定的,,,,
★,-,17,2018/11/2 17:47,8742,まちかど端末（店舗から）,0,235,6,2,,2018/11/2 18:11,2018/11/2 18:14,35.452963 139.642093,横浜赤レンガ倉庫,35.453715 139.638133,横浜ワールドポーターズ,2018/11/2 18:17,2018/11/2 18:17,2018/11/2 18:24,2018/11/2 18:24,2018/11/2 17:56,2018/11/2 17:56,0:03:37,0:07:14,,00,14,,,2018/11/2 17:47,2018/11/2 18:14,43406.740972222243406.7597222222,#N/A,,,,
-,-,17,2018/11/2 17:51,8745,乗客アプリ（地図から）,3510,443,8,1,,2018/11/2 17:57,2018/11/2 18:04,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.445783 139.642958,横浜情報文化センター,2018/11/2 18:07,2018/11/2 18:07,2018/11/2 18:19,2018/11/2 18:19,,2018/11/2 17:51,0:07:12,0:07:12,,00,06,,,2018/11/2 17:51,2018/11/2 18:04,43406.7437543406.7527777778,#N/A,,,,
-,-,17,2018/11/2 17:57,8750,乗客アプリ（目的地から）,2293,810,10,2,,2018/11/2 18:03,2018/11/2 18:29,35.452963 139.642093,横浜赤レンガ倉庫,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/2 18:07,2018/11/2 18:07,2018/11/2 18:35,2018/11/2 18:35,,2018/11/2 17:57,0:25:50,0:51:40,,00,05,,,2018/11/2 17:57,2018/11/2 18:29,43406.747916666743406.7701388889,#N/A,,,,
★,☆,17,2018/11/2 16:16,8661,乗客アプリ（地図から）,2554,245,6,1,2018/11/2 16:17,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/2 17:16,,2018/11/2 17:25,,2018/11/2 17:16,2018/11/2 17:16,0:00:00,0:00:00,,00,00,,,2018/11/2 16:16,1900/1/0 0:00,43406.67777777780,#N/A,,,,
-,☆,17,2018/11/2 17:13,8695,乗客アプリ（簡単予約）,4026,171,5,1,2018/11/2 17:14,,,35.454389 139.630904,横浜ランドマークタワー,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/2 17:24,,2018/11/2 17:37,,,2018/11/2 17:13,0:00:00,0:00:00,,00,11,,,2018/11/2 17:13,1900/1/0 0:00,43406.71736111110,#N/A,,,,
-,☆,17,2018/11/2 17:19,8698,乗客アプリ（地図から）,4669,424,4,2,2018/11/2 17:20,,,35.4587 139.625091,横浜アンパンマンこどもミュージアム,35.443569 139.641792,ダイワロイネットホテル横浜公園,2018/11/2 17:25,,2018/11/2 17:42,,,2018/11/2 17:19,0:00:00,0:00:00,,00,06,,,2018/11/2 17:19,1900/1/0 0:00,43406.72152777780,#N/A,,※246行と同一人物と思われるため一番短い待ち時間を採用,,
-,☆,17,2018/11/2 17:20,8701,乗客アプリ（地図から）,4669,547,4,2,2018/11/2 17:32,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/2 17:36,,2018/11/2 17:56,,,2018/11/2 17:20,0:00:00,0:00:00,,00,,,,2018/11/2 17:20,1900/1/0 0:00,43406.72222222220,#N/A,,※245行と同一人物と思われるため一番短い待ち時間を採用,,
-,☆,17,2018/11/2 17:20,8702,乗客アプリ（地図から）,2275,925,10,1,2018/11/2 17:23,,,35.443908 139.635249,イセザキ・モール,35.462896 139.63236,ホテルビスタプレミオみなとみらい,2018/11/2 17:39,,2018/11/2 17:59,,,2018/11/2 17:20,0:00:00,0:00:00,,00,18,,,2018/11/2 17:20,1900/1/0 0:00,43406.72222222220,#N/A,,,,
★,☆,17,2018/11/2 17:20,8703,乗客アプリ（地図から）,1393,711,3,1,2018/11/2 17:38,,,35.441002 139.650809,横浜元町ショッピングストリート,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/2 17:39,,2018/11/2 17:50,,2018/11/2 17:30,2018/11/2 17:30,0:00:00,0:00:00,,00,08,,,2018/11/2 17:20,1900/1/0 0:00,43406.72222222220,#N/A,,,,
-,☆,17,2018/11/2 17:26,8708,乗客アプリ（目的地から）,4730,720,7,1,2018/11/2 17:26,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.447541 139.644914,シルク博物館,2018/11/2 17:57,,2018/11/2 18:10,,,2018/11/2 17:26,0:00:00,0:00:00,,00,,,,2018/11/2 17:26,1900/1/0 0:00,43406.72638888890,#N/A,,"※250,251行と同一人物と思われるため一番短い待ち時間を採用",,
-,☆,17,2018/11/2 17:28,8709,乗客アプリ（目的地から）,4730,877,9,1,2018/11/2 17:29,,,35.454389 139.630904,横浜ランドマークタワー,35.447541 139.644914,シルク博物館,2018/11/2 17:49,,2018/11/2 18:02,,,2018/11/2 17:28,0:00:00,0:00:00,,00,20,,,2018/11/2 17:28,1900/1/0 0:00,43406.72777777780,#N/A,,"※249,251行と同一人物と思われるため一番短い待ち時間を採用",,
-,☆,17,2018/11/2 17:30,8710,乗客アプリ（目的地から）,4730,184,7,1,2018/11/2 17:30,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.447541 139.644914,シルク博物館,2018/11/2 17:53,,2018/11/2 18:03,,,2018/11/2 17:30,0:00:00,0:00:00,,00,,,,2018/11/2 17:30,1900/1/0 0:00,43406.72916666670,#N/A,,"※249,250行と同一人物と思われるため一番短い待ち時間を採用",,
-,☆,17,2018/11/2 17:33,8715,乗客アプリ（地図から）,4669,46,7,3,2018/11/2 17:43,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/2 17:48,,2018/11/2 18:12,,,2018/11/2 17:33,0:00:00,0:00:00,,00,14,,,2018/11/2 17:33,1900/1/0 0:00,43406.731250,#N/A,,,,
-,☆,17,2018/11/2 17:36,8718,乗客アプリ（地図から）,3448,946,9,2,2018/11/2 17:37,,,35.450447 139.635947,みなとみらい線　馬車道駅,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/2 18:09,,2018/11/2 18:24,,,2018/11/2 17:36,0:00:00,0:00:00,,00,,,,2018/11/2 17:36,1900/1/0 0:00,43406.73333333330,#N/A,,"※255,257行と同一人物と思われるため一番短い待ち時間を採用",,
-,☆,17,2018/11/2 17:38,8720,乗客アプリ（地図から）,1393,317,9,2,2018/11/2 17:39,,,35.441002 139.650809,横浜元町ショッピングストリート,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/2 18:01,,2018/11/2 18:13,,,2018/11/2 17:38,0:00:00,0:00:00,,00,,,,2018/11/2 17:38,1900/1/0 0:00,43406.73472222220,#N/A,,※256行と同一人物と思われるため一番短い待ち時間を採用,,
-,☆,17,2018/11/2 17:38,8721,乗客アプリ（地図から）,3448,480,9,2,2018/11/2 17:39,,,35.450447 139.635947,みなとみらい線　馬車道駅,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/2 18:20,,2018/11/2 18:34,,,2018/11/2 17:38,0:00:00,0:00:00,,00,,,,2018/11/2 17:38,1900/1/0 0:00,43406.73472222220,#N/A,,"※253,257行と同一人物と思われるため一番短い待ち時間を採用",,
-,☆,17,2018/11/2 17:39,8723,乗客アプリ（地図から）,1393,176,9,1,2018/11/2 17:39,,,35.441002 139.650809,横浜元町ショッピングストリート,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/2 18:00,,2018/11/2 18:11,,,2018/11/2 17:39,0:00:00,0:00:00,,00,21,,,2018/11/2 17:39,1900/1/0 0:00,43406.73541666670,#N/A,,※254行と同一人物と思われるため一番短い待ち時間を採用,,
-,☆,17,2018/11/2 17:40,8724,乗客アプリ（簡単予約）,3448,510,9,2,2018/11/2 17:41,,,35.450447 139.635947,みなとみらい線　馬車道駅,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/2 18:03,,2018/11/2 18:18,,,2018/11/2 17:40,0:00:00,0:00:00,,00,23,,,2018/11/2 17:40,1900/1/0 0:00,43406.73611111110,#N/A,,"※253,255行と同一人物と思われるため一番短い待ち時間を採用",,
★,☆,17,2018/11/2 17:40,8725,乗客アプリ（地図から）,3972,226,6,2,2018/11/2 17:40,,,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/2 18:16,,2018/11/2 18:35,,2018/11/2 17:50,2018/11/2 17:50,0:00:00,0:00:00,,00,26,,,2018/11/2 17:40,1900/1/0 0:00,43406.73611111110,#N/A,,,,
-,☆,17,2018/11/2 17:40,8726,乗客アプリ（簡単予約）,3732,868,2,1,2018/11/2 17:41,,,35.452963 139.642093,横浜赤レンガ倉庫,35.454389 139.630904,横浜ランドマークタワー,2018/11/2 18:21,,2018/11/2 18:34,,,2018/11/2 17:40,0:00:00,0:00:00,,00,,,,2018/11/2 17:40,1900/1/0 0:00,43406.73611111110,#N/A,,"※262,266,269行と同一人物と思われるため一番短い待ち時間を採用",,
★,☆,17,2018/11/2 17:40,8727,乗客アプリ（目的地から）,4743,944,8,3,2018/11/2 17:40,,,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,35.458507 139.628741,みなとみらいグランドセントラルタワー,2018/11/2 18:16,,2018/11/2 18:36,,2018/11/2 17:50,2018/11/2 17:50,0:00:00,0:00:00,,00,26,,,2018/11/2 17:40,1900/1/0 0:00,43406.73611111110,#N/A,,,,
-,☆,17,2018/11/2 17:40,8728,乗客アプリ（地図から）,67,61,8,1,2018/11/2 17:40,,,35.443704 139.651332,ホテルメルパルク横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/2 18:20,,2018/11/2 18:34,,,2018/11/2 17:40,0:00:00,0:00:00,,00,40,,,2018/11/2 17:40,1900/1/0 0:00,43406.73611111110,#N/A,,,,
-,☆,17,2018/11/2 17:41,8730,乗客アプリ（地図から）,67,417,8,1,2018/11/2 17:41,,,35.443073 139.651914,横浜人形の家,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/2 18:19,,2018/11/2 18:34,,,2018/11/2 17:41,0:00:00,0:00:00,,00,37,,,2018/11/2 17:41,1900/1/0 0:00,43406.73680555560,#N/A,,,,
-,☆,17,2018/11/2 17:42,8731,乗客アプリ（簡単予約）,3732,777,6,1,2018/11/2 17:42,,,35.452963 139.642093,横浜赤レンガ倉庫,35.454389 139.630904,横浜ランドマークタワー,2018/11/2 18:17,,2018/11/2 18:30,,,2018/11/2 17:42,0:00:00,0:00:00,,00,,,,2018/11/2 17:42,1900/1/0 0:00,43406.73750,#N/A,,"※259,266,269行と同一人物と思われるため一番短い待ち時間を採用",,
★,☆,17,2018/11/2 17:42,8732,乗客アプリ（簡単予約）,4695,578,2,1,2018/11/2 17:44,,,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/2 18:17,,2018/11/2 18:29,,2018/11/2 17:52,2018/11/2 17:52,0:00:00,0:00:00,,00,25,,,2018/11/2 17:42,1900/1/0 0:00,43406.73750,#N/A,,,,
-,☆,17,2018/11/2 17:42,8733,乗客アプリ（地図から）,67,166,8,1,2018/11/2 17:42,,,35.443704 139.651332,ホテルメルパルク横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/2 18:19,,2018/11/2 18:32,,,2018/11/2 17:42,0:00:00,0:00:00,,00,36,,,2018/11/2 17:42,1900/1/0 0:00,43406.73750,#N/A,,,,
-,☆,17,2018/11/2 17:43,8735,乗客アプリ（簡単予約）,3732,264,7,1,2018/11/2 17:46,,,35.452963 139.642093,横浜赤レンガ倉庫,35.454389 139.630904,横浜ランドマークタワー,2018/11/2 18:04,,2018/11/2 18:17,,,2018/11/2 17:43,0:00:00,0:00:00,,00,,,,2018/11/2 17:43,1900/1/0 0:00,43406.73819444440,#N/A,,"※259,262,269行と同一人物と思われるため一番短い待ち時間を採用",,
-,☆,17,2018/11/2 17:43,8737,乗客アプリ（地図から）,4669,152,8,3,2018/11/2 17:44,,,35.443569 139.641792,ダイワロイネットホテル横浜公園,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/2 18:20,,2018/11/2 18:41,,,2018/11/2 17:43,0:00:00,0:00:00,,00,,,,2018/11/2 17:43,1900/1/0 0:00,43406.73819444440,#N/A,,※268行と同一人物と思われるため一番短い待ち時間を採用,,
-,☆,17,2018/11/2 17:46,8740,乗客アプリ（地図から）,4669,28,10,3,2018/11/2 17:53,,,35.443908 139.635249,イセザキ・モール,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/2 18:20,,2018/11/2 18:38,,,2018/11/2 17:46,0:00:00,0:00:00,,00,34,,,2018/11/2 17:46,1900/1/0 0:00,43406.74027777780,#N/A,,※267行と同一人物と思われるため一番短い待ち時間を採用,,
-,☆,17,2018/11/2 17:47,8741,乗客アプリ（簡単予約）,3732,965,7,1,2018/11/2 17:57,,,35.452963 139.642093,横浜赤レンガ倉庫,35.454389 139.630904,横浜ランドマークタワー,2018/11/2 18:05,,2018/11/2 18:27,,,2018/11/2 17:47,0:00:00,0:00:00,,00,18,,,2018/11/2 17:47,1900/1/0 0:00,43406.74097222220,#N/A,,"※259,262,266行と同一人物と思われるため一番短い待ち時間を採用",,
-,☆,17,2018/11/2 17:48,8743,乗客アプリ（地図から）,3510,982,8,1,2018/11/2 17:50,,,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.445783 139.642958,横浜情報文化センター,2018/11/2 18:07,,2018/11/2 18:19,,,2018/11/2 17:48,0:00:00,0:00:00,,00,18,,,2018/11/2 17:48,1900/1/0 0:00,43406.74166666670,#N/A,,,,
-,☆,17,2018/11/2 17:50,8744,乗客アプリ（目的地から）,4488,508,7,2,2018/11/2 17:52,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/2 18:17,,2018/11/2 18:40,,,2018/11/2 17:50,0:00:00,0:00:00,,00,,,,2018/11/2 17:50,1900/1/0 0:00,43406.74305555560,#N/A,,※273行と同一人物と思われるため一番短い待ち時間を採用,,
-,☆,17,2018/11/2 17:52,8746,乗客アプリ（目的地から）,2269,299,8,1,2018/11/2 17:53,,,35.447541 139.644914,シルク博物館,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/2 18:28,,2018/11/2 18:41,,,2018/11/2 17:52,0:00:00,0:00:00,,00,,,,2018/11/2 17:52,1900/1/0 0:00,43406.74444444440,#N/A,,※274行と同一人物と思われるため一番短い待ち時間を採用,,
-,☆,17,2018/11/2 17:53,8747,乗客アプリ（目的地から）,4488,159,7,1,2018/11/2 18:00,,,35.450681 139.632446,横浜桜木町ワシントンホテル,35.452963 139.642093,横浜赤レンガ倉庫,2018/11/2 18:17,,2018/11/2 18:39,,,2018/11/2 17:53,0:00:00,0:00:00,,00,24,,,2018/11/2 17:53,1900/1/0 0:00,43406.74513888890,#N/A,,※271行と同一人物と思われるため一番短い待ち時間を採用,,
-,☆,17,2018/11/2 17:54,8748,乗客アプリ（地図から）,2269,811,10,1,2018/11/2 17:54,,,35.447541 139.644914,シルク博物館,35.45256 139.630848,ニューオータニイン横浜プレミアム,2018/11/2 18:12,,2018/11/2 18:28,,,2018/11/2 17:54,0:00:00,0:00:00,,00,18,,,2018/11/2 17:54,1900/1/0 0:00,43406.74583333330,#N/A,,※272行と同一人物と思われるため一番短い待ち時間を採用,,
-,☆,17,2018/11/2 17:56,8749,まちかど端末（店舗から）,0,887,10,6,2018/11/2 17:56,,,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.4587 139.625091,横浜アンパンマンこどもミュージアム,2018/11/2 18:26,,2018/11/2 18:44,,,2018/11/2 17:56,0:00:00,0:00:00,,00,30,,,2018/11/2 17:56,1900/1/0 0:00,43406.74722222220,#N/A,,,,
-,-,18,2018/11/2 18:08,8752,まちかど端末（店舗から）,0,515,7,2,,2018/11/2 18:14,2018/11/2 18:26,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/2 18:14,2018/11/2 18:14,2018/11/2 18:24,2018/11/2 18:31,,2018/11/2 18:08,0:12:09,0:24:18,390,00,05,06,05,2018/11/2 18:08,2018/11/2 18:26,43406.755555555643406.7680555556,#N/A,,,,
★,-,18,2018/11/2 18:11,8753,まちかど端末（店舗から）,0,468,7,1,,2018/11/2 18:19,2018/11/2 18:26,35.447541 139.644914,シルク博物館,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/2 18:21,2018/11/2 18:21,2018/11/2 18:30,2018/11/2 18:30,2018/11/2 18:21,2018/11/2 18:21,0:06:15,0:06:15,,00,00,,,2018/11/2 18:11,2018/11/2 18:26,43406.757638888943406.7680555556,#N/A,,,,
-,-,18,2018/11/2 18:14,8755,乗客アプリ（簡単予約）,3732,776,8,1,,2018/11/2 18:19,2018/11/2 18:23,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.454389 139.630904,横浜ランドマークタワー,2018/11/2 18:19,2018/11/2 18:20,2018/11/2 18:25,2018/11/2 18:25,,2018/11/2 18:14,0:04:09,0:04:09,,00,04,,,2018/11/2 18:14,2018/11/2 18:23,43406.759722222243406.7659722222,#N/A,,,,
-,-,18,2018/11/2 18:14,8756,まちかど端末（店舗から）,0,965,1,1,,2018/11/2 18:19,2018/11/2 18:26,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/2 18:19,2018/11/2 18:19,2018/11/2 18:27,2018/11/2 18:27,,2018/11/2 18:14,0:06:25,0:06:25,,00,05,,,2018/11/2 18:14,2018/11/2 18:26,43406.759722222243406.7680555556,#N/A,,,,
-,-,18,2018/11/2 18:15,8757,乗客アプリ（地図から）,2156,571,10,1,,2018/11/2 18:31,2018/11/2 18:44,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/2 18:28,2018/11/2 18:30,2018/11/2 18:42,2018/11/2 18:45,,2018/11/2 18:15,0:12:06,0:12:06,,03,16,,,2018/11/2 18:15,2018/11/2 18:44,43406.760416666743406.7805555556,#N/A,,,,
-,-,18,2018/11/2 18:16,8758,まちかど端末（店舗から）,0,129,5,2,,2018/11/2 18:19,2018/11/2 18:26,35.452963 139.642093,横浜赤レンガ倉庫,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/2 18:18,2018/11/2 18:18,2018/11/2 18:27,2018/11/2 18:27,,2018/11/2 18:16,0:07:09,0:14:18,,00,02,,,2018/11/2 18:16,2018/11/2 18:26,43406.761111111143406.7680555556,#N/A,,,,
-,-,18,2018/11/2 18:18,8760,まちかど端末（店舗から）,0,738,2,3,,2018/11/2 18:25,2018/11/2 18:36,35.45256 139.630848,ニューオータニイン横浜プレミアム,35.453715 139.638133,横浜ワールドポーターズ,2018/11/2 18:27,2018/11/2 18:27,2018/11/2 18:40,2018/11/2 18:40,,2018/11/2 18:18,0:10:17,0:30:51,,00,07,,,2018/11/2 18:18,2018/11/2 18:36,43406.762543406.775,#N/A,,,,
-,-,18,2018/11/2 18:18,8761,乗客アプリ（地図から）,3674,229,8,1,,2018/11/2 18:24,2018/11/2 18:29,35.45435 139.631762,横浜ロイヤルパークホテル,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/2 18:27,2018/11/2 18:27,2018/11/2 18:34,2018/11/2 18:34,,2018/11/2 18:18,0:05:04,0:05:04,,00,05,,,2018/11/2 18:18,2018/11/2 18:29,43406.762543406.7701388889,#N/A,,,,
-,-,18,2018/11/2 18:18,8762,乗客アプリ（目的地から）,4021,699,9,1,,2018/11/2 18:23,2018/11/2 18:28,35.445857 139.647636,ホテルモントレ横浜,35.448801 139.636702,ホテルルートイン横浜馬車道,2018/11/2 18:22,2018/11/2 18:22,2018/11/2 18:28,2018/11/2 18:29,,2018/11/2 18:18,0:05:03,0:05:03,,00,05,,,2018/11/2 18:18,2018/11/2 18:28,43406.762543406.7694444444,#N/A,,,,
-,-,18,2018/11/2 18:20,8763,乗客アプリ（地図から）,4463,43,1,2,,2018/11/2 18:26,2018/11/2 18:41,35.450681 139.632446,横浜桜木町ワシントンホテル,35.458187 139.636985,ヨコハマ グランド インターコンチネンタル ホテル／パシフィコ横浜,2018/11/2 18:27,2018/11/2 18:27,2018/11/2 18:38,2018/11/2 18:38,,2018/11/2 18:20,0:14:38,0:29:16,,00,05,,,2018/11/2 18:20,2018/11/2 18:41,43406.763888888943406.7784722222,#N/A,,,,
-,-,18,2018/11/2 18:21,8764,乗客アプリ（地図から）,2548,749,7,2,,2018/11/2 18:32,2018/11/2 18:50,35.456605 139.635327,横浜ベイホテル東急,35.441002 139.650809,横浜元町ショッピングストリート,2018/11/2 18:38,2018/11/2 18:38,2018/11/2 18:53,2018/11/2 18:53,,2018/11/2 18:21,0:17:58,0:35:56,,00,10,,,2018/11/2 18:21,2018/11/2 18:50,43406.764583333343406.7847222222,#N/A,,,,
★,-,18,2018/11/2 18:21,8765,乗客アプリ（目的地から）,3588,495,10,2,,2018/11/2 18:31,2018/11/2 18:50,35.458507 139.628741,みなとみらいグランドセントラルタワー,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/2 18:31,2018/11/2 18:31,2018/11/2 18:50,2018/11/2 18:50,2018/11/2 18:31,2018/11/2 18:31,0:19:00,0:38:00,,00,00,,,2018/11/2 18:21,2018/11/2 18:50,43406.764583333343406.7847222222,#N/A,,,,
-,-,18,2018/11/2 18:21,8766,乗客アプリ（目的地から）,4687,905,9,2,,2018/11/2 18:35,2018/11/2 18:43,35.452963 139.642093,横浜赤レンガ倉庫,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/2 18:35,2018/11/2 18:35,2018/11/2 18:46,2018/11/2 18:47,,2018/11/2 18:21,0:08:29,0:16:58,,00,13,,,2018/11/2 18:21,2018/11/2 18:43,43406.764583333343406.7798611111,#N/A,,,,
-,-,18,2018/11/2 18:23,8767,乗客アプリ（地図から）,3931,753,6,2,,2018/11/2 18:31,2018/11/2 18:38,35.448676 139.635696,横浜平和プラザホテル,35.443659 139.650847,横浜マリンタワー,2018/11/2 18:30,2018/11/2 18:30,2018/11/2 18:40,2018/11/2 18:40,,2018/11/2 18:23,0:06:55,0:13:50,,01,08,,,2018/11/2 18:23,2018/11/2 18:38,43406.765972222243406.7763888889,#N/A,,,,
★,-,18,2018/11/2 18:26,8769,乗客アプリ（地図から）,4376,382,8,3,,2018/11/2 18:35,2018/11/2 18:39,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,35.443863 139.64702,ローズホテル横浜（横浜中華街内）,2018/11/2 18:36,2018/11/2 18:36,2018/11/2 18:44,2018/11/2 18:44,2018/11/2 18:36,2018/11/2 18:36,0:03:46,0:11:18,,00,00,,,2018/11/2 18:26,2018/11/2 18:39,43406.768055555643406.7770833333,#N/A,,,,
★,-,18,2018/11/2 18:27,8770,乗客アプリ（目的地から）,4736,274,1,2,,2018/11/2 18:37,2018/11/2 18:50,35.456605 139.635327,横浜ベイホテル東急,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/2 18:37,2018/11/2 18:37,2018/11/2 18:52,2018/11/2 18:52,2018/11/2 18:37,2018/11/2 18:37,0:12:56,0:25:52,,00,00,,,2018/11/2 18:27,2018/11/2 18:50,43406.7687543406.7847222222,#N/A,,,,
-,-,18,2018/11/2 18:32,8772,乗客アプリ（地図から）,1076,874,3,1,,2018/11/2 18:37,2018/11/2 18:41,35.454425 139.64064,ＪＩＣＡ横浜 （海外移住資料館）,35.450681 139.632446,横浜桜木町ワシントンホテル,2018/11/2 18:37,2018/11/2 18:37,2018/11/2 18:46,2018/11/2 18:46,,2018/11/2 18:32,0:04:38,0:04:38,,00,04,,,2018/11/2 18:32,2018/11/2 18:41,43406.772222222243406.7784722222,#N/A,,,,
-,-,18,2018/11/2 18:34,8773,乗客アプリ（地図から）,3445,493,7,1,,2018/11/2 18:39,2018/11/2 18:43,35.450447 139.635947,みなとみらい線　馬車道駅,35.451031 139.647069,横浜港大さん橋国際客船ターミナル,2018/11/2 18:37,2018/11/2 18:37,2018/11/2 18:44,2018/11/2 18:44,,2018/11/2 18:34,0:04:50,0:04:50,,01,04,,,2018/11/2 18:34,2018/11/2 18:43,43406.773611111143406.7798611111,#N/A,,,,
